-0.13502		0.0916584		-0.436092
-0.259437		0.396486		1.01811
0		0		0.586003
-0.693262		-0.404018		1.11056
-0.0491114		-0.0201207		-1.65328
-1.72694		-0.0220034		-0.161268
0		0		0.537805
0.018094		-0.162625		-0.0294895
-0.990779		-0.344781		-0.436375
-0.80147		-0.76053		1.12024
-0.450928		0.454302		1.43291
0		0		0.34063
0		0		0.657536
-0.0184357		0.481862		1.27879
-0.0516208		0.0443393		0.376699
-0.13882		-0.165639		0.924948
-0.0913809		0.0035269		0.869177
-0.696249		-0.236019		1.38194
0		0		0.221945
0		0		0.642411
0		0		0.298248
-0.134614		0.0625816		-0.969676
-0.3843		0.132857		0.933502
0.0201509		-0.0855988		1.09249
-0.992901		0.0719721		0.606756
0.178923		0.155624		0.418548
0.00296886		-0.874927		-2.10685
-0.997827		0.547108		-1.5003
-0.7029		-0.27282		-0.4021
-1.19916		0.0710942		1.02136
-0.298323		0.197859		0.377207
-1.15507		-0.230997		0.84133
-0.290955		-0.16818		0.166424
0		0		-0.695915
0		0		0.396555
-1.3103		0.334929		0.638882
-0.57216		0.0673329		-0.14376
-0.0168933		1.28416		-0.458825
-0.0699585		0.0608916		-0.875486
0		0		1.00538
0		0		0.136734
-0.360724		0.0163323		-1.20273
-0.975779		0.164847		0.936835
-0.225812		0.0271509		-1.23458
-0.210604		0.285441		0.116347
-0.351931		0.0106001		1.08304
-0.696086		-0.496536		-0.101224
-0.00143604		0.0137331		0.926068
0		0		0.633764
-0.0747777		0.291213		-1.03308
-0.524163		0.126377		1.45147
-0.0540493		-0.0426973		0.517963
0		0		-1.21978
0		0		0.0077428
-0.910529		-0.413841		1.10975
-0.256288		0.0261721		0.419962
0		0		1.11234
-0.823235		0.484012		-0.100523
-1.08427		0.0354231		-0.046632
-0.547217		0.00212063		0.143606
0.039292		0.0574671		-0.924648
0		0		0.952635
0		0		-0.361066
-0.420787		-0.0454506		0.253576
-0.338711		0.637024		1.28296
0.2881		-0.327986		-0.486328
-0.881566		-0.348722		-1.66372
0		0		0.982603
-0.714931		0.584867		0.773904
0		0		1.04824
-0.862285		0.70366		-0.281091
0		0		-1.0246
0		0		-0.99947
-0.275204		0.0244942		-1.10083
-1.23153		0.0563525		1.34105
-0.135538		-5.20024e-05		-1.25636
0		0		0.904497
0		0		-0.809373
-0.752725		0.223999		-1.55523
-0.146491		-0.153344		0.250355
0		0		-1.17589
-0.00330146		0.15754		-1.0727
-1.27271		-0.00821813		0.777214
0		0		1.11341
0		0		-0.373956
0		0		0.0213095
0.564178		-0.953203		-0.524666
-0.512572		-0.395405		0.0856863
0		0		0.826689
0.0546247		-0.156282		-0.265491
-0.0361734		0.156151		-0.15464
-0.16127		0.524957		-0.719046
-1.55953		-0.548555		-0.609032
-1.51726		0.500421		0.885032
-0.0550867		-0.351502		0.660643
-0.408389		-0.312979		-1.30467
0		0		-1.02872
0		0		0.469646
-0.371148		-0.229166		0.0773819
0.274122		0.372664		-0.804928
-0.699397		-0.156461		0.736483
0		0		0.597023
-1.06797		-0.18566		-0.264177
0		0		0.585749
0.778554		1.51266		0.805153
-1.1321		1.23961		-2.80346
0		0		0.567075
0		0		-0.342881
-0.263556		0.0540873		-1.49106
-0.211861		-0.0852423		0.983928
-0.234382		0.124847		0.631996
0		0		0.0131248
-0.426164		-0.0695094		1.10351
-0.179739		0.21124		-0.479865
-0.688103		0.550248		-1.20093
-0.253365		-0.236126		0.72167
-0.151321		-0.119891		0.33113
0.790194		-1.30542		0.352954
-0.186502		0.222654		0.325316
0		0		0.746437
0		0		0.586311
-0.0342405		0.0991157		-0.90182
-0.229		-0.50093		-1.10111
-1.0062		0.038959		-1.14439
0		0		0.481616
-0.288758		-0.0187628		0.613709
-0.290323		-0.679906		0.281911
-0.259023		0.0236569		0.153493
-0.291319		-0.104674		0.587074
-0.624548		0.522635		-0.166409
0		0		0.712331
-0.537259		-0.426598		0.939878
-0.32521		0.00106082		-1.17646
-0.0439614		-0.0876831		1.17899
0		0		-0.0184859
0		0		0.610733
-0.909161		0.239517		-1.42482
-0.0617619		-0.583805		0.838977
-0.0263023		0.0473331		0.912094
-0.790953		0.162577		1.3211
0		0		0.930784
0		0		-1.00806
-0.129732		-0.174622		-0.366956
0		0		0.0334296
0		0		-0.51773
0.0642064		-0.472411		0.908309
-1.62005		-1.08714		-1.90304
-0.557214		0.321683		0.811552
-0.827923		0.0789123		-0.116962
-1.66749		0.176347		0.837815
-0.0134047		-0.0797634		1.12269
0		0		-1.13189
0		0		0.350716
0		0		0.474031
0.0399175		0.124426		-0.248238
-0.298061		0.260054		-0.859721
0		0		1.08038
-1.42921		0.959468		0.998312
-1.20842		-0.0209727		0.449613
-0.0775281		-0.018077		-0.316017
-0.775486		0.519491		0.684431
0.000347775		-0.0212893		-0.0428118
-1.60662		0.00335621		0.703452
0		0		0.649464
-0.234216		-0.0609065		0.616777
0		0		0.329395
-0.399457		0.19599		0.688487
-1.11985		-0.0969448		0.898665
0		0		1.19308
-0.0784698		0.158992		-0.334504
-1.13528		-0.154525		-0.853661
0		0		-0.761345
-0.565593		-0.324761		0.548342
-0.332703		-0.0708717		0.949818
0		0		-1.12826
-1.03848		0.365778		0.0259701
0		0		0.232202
-0.0282295		-0.36145		0.333237
0		0		-0.0461568
0		0		0.969689
-0.592578		0.164607		-1.66664
-0.838167		0.0347121		0.922536
0		0		0.985253
-0.379309		1.07006		-0.611381
0		0		-0.627176
0.0682148		0.148862		0.946564
-0.444098		0.225285		0.631749
-0.695737		-0.188787		-1.41814
